,artist,song,link,text
513,Alabama,A Candle In The Window,/a/alabama/a+candle+in+the+window_20005143.html,"There's a road that I remember leading to a special place  
Where the door was always open to a smiling face  
There's a picture on the mantle of a boy that looks like me  
It's always the same, there's a stocking with my name  
  
And a candle in the window, a flame against the night  
There's a candle in the window, it's like God's perfect light  
It don't take a lot of money to know what riches are  
Just a candle in the window  
  
Maybe it's just wishful thiking I can hear the sleigh bells ring  
Almost taste teh pie she's baking, it's Christmas Eve  
  
And there's a candle in the window, a flame against the night  
The candle in the window, it's like God's perfect light  
It don't take a lot of money to know what riches are  
Just a candle in the window and Christmas in your heart  
  
Wherever the years may take me no matter how far I go  
There's going to be a candle burning, it's always nice to know  
It don't take a lot of money to know what riches are  
Just a candle in the window and Christmas in your heart

"
514,Bob Dylan,Bob Dylan's New Orleans Rag,/b/bob+dylan/bob+dylans+new+orleans+rag_20151228.html,"By Bob Dylan  
  
I was sittin' on a stump  
Down in New Orleans,  
I was feelin' kinda low down,  
Dirty and mean.  
Along came a fella  
And he didn't even ask.  
He says, ""I know of a woman  
That can fix you up fast. ""  
I didn't think twice,  
I said like I should,  
""Let's go find this lady  
That can do me some good. ""  
We walked across the river  
On a sailin' spree  
And we came to a door  
Called one-oh-three.  
  
I was just about ready  
To give it a little knock  
When out comes a fella  
Who couldn't even walk.  
He's linkin' and a-slinkin',  
Couldn't stand on his feet,  
And he moaned and he groaned  
And he shuffled down the street.  
Well, out of the door  
There comes another man.  
He wiggled and he wobbled,  
He couldn't hardly stand.  
He had this frightened  
Look in his eyes,  
Like he just fought a bear,  
He was ready to die.  
  
Well, I peeked through the key crack,  
Comin' down the hall  
Was a long-legged man  
Who couldn't hardly crawl.  
He muttered and he uttered  
In broken French,  
And he looked like he'd been through  
A monkey wrench.  
  
Well, by this time  
I was a-scared to knock,  
I was a-scared to move,  
I's in a state of shock.  
I hummed a little tune  
And I shuffled my feet  
And I started walkin' backwards  
Down that broad street.  
Well, I got to the corner,  
I tried my best to smile.  
I turned around the corner  
And I ran a bloody mile.  
Man, I wasn't runnin'  
'Cause I was sick,  
I was just a-runnin'  
To get out of there quick.  
  
Well, I tripped right along  
And I'm a-wheezin' in my chest.  
I musta run a mile  
In a minute or less.  
I walked on a log  
And I tripped on a stump,  
I caught a fast freight  
With a one-arm jump.  
So, if you're travelin' down  
Louisiana way,  
And you feel kinda lonesome  
And you need a place to stay,  
Man, you're better off  
In your misery  
Than to tackle that lady  
At one-oh-three.

"
515,Donna Summer,So This Is Lonely,/d/donna+summer/so+this+is+lonely_20912300.html,"I've been standing in the dark  
Staring out the window at the moon  
With a heartache like I've never known before  
And I can't eat and I can't sleep  
This pain inside, it's like it's killing me  
It's over, he said  
You don't love me anymore  
  
So this is lonely  
Now I know how it feels to lose  
This is lonely  
It's nothing anyone on earth can do  
Only time can heal  
This hurt I feel  
Cause he ain't coming back  
That's what he told me  
Now I'm lonely  
  
He did everything I wanted  
Still I took his love for granted too long, it seems  
There ain't nothing I can do to right this wrong  
And it's too late to turn back time  
And all my tears ain't gonna change his mind  
It's over, he said  
You don't love me anymore  
  
So this is lonely  
Now I know how it feels to lose  
This is lonely  
It's nothing anyone on earth can do  
Only time can heal  
This hurt I feel  
Cause he ain't coming back  
That's what he told me  
Now I'm lonely  
  
This is lonely  
So this is lonely  
It's over, he said  
You don't love me anymore

"
516,Donna Summer,Supernatural Love,/d/donna+summer/supernatural+love_20042227.html,"We were strangers  
Who one were lovers  
We've been everlasting friends  
  
I was shattered  
When you walked out, boy  
I was walking off the edge  
  
Friends, said i looked so down-hearted  
When you left  
Now my broken heart is stable  
I'm starting to mend  
Got you back and I'm living again  
  
Oh, this must be love  
That sets my soul on fire  
A supernatural love  
(this must be)  
That makes my flame burn higher  
A supernatural love  
  
Life was only tear drops falling down  
From my eyes  
Now my broken heart is stable  
Oh, I'm coming alive  
I can't fight what I'm feeling inside  
  
This must be love  
That sets my soul on fire  
A supernatural love  
(oh, this must be)  
That makes my flame burn higher  
A supernatural love  
That gets me so excited  
A supernatural love  
(oh, this must be)  
That makes us true survivors  
A supernatural love  
  
Friends, said i looked so down-hearted  
When, when you left  
Now my broken heart is stable  
I'm starting to mend  
Got you back and I'm living again  
  
Oh, this must be love  
That sets my soul on fire  
A supernatural love  
(oh, this must be)  
That makes my flame burn higher  
A supernatural love  
That gets me so excited  
A supernatural love  
(oh, this must be)  
That makes us true survivors  
A supernatural love

"
517,Alabama,How Do You Fall In Love,/a/alabama/how+do+you+fall+in+love_20005157.html,"How do you fall in love  
When do you say I do  
When is the perfect time  
To spend the rest of your life  
  
Seasons may come and go  
And sometimes it rains and snows  
And there will be highs and lows  
So only you will know  
  
You never know just where it will find you  
'Cause it can come on you so fast  
Seems like it takes forever  
When you want it so bad  
But don't ever take it for granted  
'Cause it's more than sowing some seeds  
It takes sun and water  
So give it what it needs  
  
And that's how you fall in love  
That's when you say I do  
That's when you know it's time  
To spend the rest of your life  
  
Now seasons may come and go  
And sometimes it rains and snows  
There will be highs and lows  
So only you will know  
There will be highs and lows  
So only you will know

"
518,George Strait,Give It All We Got Tonight,/g/george+strait/give+it+all+we+got+tonight_21057790.html,"July moonlight shines  
Your pretty little head on my shoulder  
Pull over on the side of the road  
Oh my God, you're something  
Like nothing I've ever seen  
If I'm asleep girl, let me dream  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, baby, give it all we got tonight  
  
Summer honeysuckle  
Leaking through a rolled down window  
We both know when that seat lays back  
Anything can happen  
So imagine it'll never end  
Just close your eyes and you can see that we are where we're meant to be  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Baby, drink up this love, give it all we got tonight  
Give it all we got tonight  
  
Baby fall into my kiss  
It should just happen like this  
Trust it so much that there's no one else but us and  
This moment that says it's so right  
'Cause that's all we have in this life  
Drink up this love, c'mon, give it all we got tonight  
Give it all we got tonight

"
519,George Strait,I Know What I Want For Christmas,/g/george+strait/i+know+what+i+want+for+christmas_20229618.html,"?Tis the season for generosity  
A time to give and to receive  
My Christmas list consists of just one sweet dream  
  
I know what I want for Christmas this year  
I hope my note got to Santa on time  
I'm a little bit nervous  
It's kind of a big thing I'm asking for  
I don't know if I deserve it but boy if I get it  
I'll never ask for anything more  
It shines, it's new  
And it's the one wish that I wish would come true  
This year for Christmas I just wanna be with you  
  
We can build a little fire  
We can sit and talk for hours  
We'll just have fun  
You can tell me what you did  
Christmas morning as a kid  
And we'll talk about all our Christmases to come  
  
And if I hang a little mistletoe in every single doorway  
I'm sure to get a kiss  
And is it too much to ask for a snowman kind of snow  
To complete this singular wish  
It shines, it's new  
I know what I want and nothin' else will do  
This year for Christmas, I just want to be with you  
  
This year for Christmas, I just want to be with you  

"
520,Bob Dylan,Beyond The Horizon,/b/bob+dylan/beyond+the+horizon_20538898.html,"Beyond the horizon, behind the sun  
At the end of the rainbow life has only begun  
In the long hours of twilight 'neath the stardust above  
Beyond the horizon it is easy to love  
  
My wretched heart's pounding  
I felt an angel's kiss  
My memories are drowning  
In mortal bliss  
  
Beyond the horizon, in the Springtime or Fall  
Love waits forever for one and for all  
  
Beyond the horizon across the divide  
'Round about midnight, we'll be on the same side  
Down in the valley the water runs cold  
Beyond the horizon someone prayed for your soul  
  
I'm touched with desire  
What don't I do?  
I'll throw the logs on the fire  
I'll build my world around you  
  
Beyond the horizon, at the end of the game  
Every step that you take, I'm walking the same  
  
Beyond the horizon the night winds blow  
The theme of a melody from many moons ago  
The bells of St. Mary, how sweetly they chime  
Beyond the horizon I found you just in time  
  
It's dark and it's dreary  
I ponder in vain  
I'm weakened, I'm weary  
My repentance is plain  
  
Beyond the horizon o'er the treacherous sea  
I still can't believe that you've set aside your love for me  
  
Beyond the horizon, 'neath crimson skies  
In the soft light of morning I'll follow you with my eyes  
Through countries and kingdoms and temples of stone  
Beyond the horizon right down to the bone  
  
It's late in the season  
Never knew, never cared  
Whatever the reason  
Someone's life has been spared  
  
Beyond the horizon the sky is so blue  
I've got more than a lifetime to live lovin' you

"
521,George Strait,"Angel, Angelina",/g/george+strait/angel+angelina_20059402.html,"Angel, oh my angel, Angelina  
Heaven must be wonderin' where you are  
Mornin' finds me prayin' please let me keep her  
Each night finds me wishin' on a star  
That always, oh always Angelina  
You'll be stayin' right here in my arms  
  
Sweetest of the sweet those ruby lips  
No other has that touch ooh those fingertips  
Bluest of the blue those sparklin' eyes  
Like had in glove we fit you know you're just my size  
You and all your special ways and means  
Oh I love you Angelina  
  
Angel, oh my angel, Angelina  
Heaven must be wonderin' where you are  
Mornin' finds me prayin' please let me keep her  
Each night finds me wishin' on a star  
That always, oh always Angelina  
You'll be stayin' right here in my arms  
  
You'll be stayin' right here in my arms

"
522,Gordon Lightfoot,Race Among The Ruins,/g/gordon+lightfoot/race+among+the+ruins_20061655.html,"You think you had the last laugh  
Now you know this can't be true  
Even though the sun shines down upon you now  
Sometimes you must feel blue  
You make the best of each new day  
You try not to be sad  
Even though the sky falls down upon you  
Call it midnight, feelin' bad  
  
[Chorus: ]  
When you wake up to the promise  
Of your dream world comin' true  
With one less friend to call on  
Was it someone that I knew  
Away you will go sailin'  
In a race among the ruins  
If you plan to face tomorrow  
Do it soon  
  
The road to love is littered  
By the bones of other ones  
Who by the magic of the moment  
Were mysteriously undone  
You try to understand it  
But you never seem to find  
Any kind of freedom comin' clean  
Is just another state of mind  
  
[Chorus: ]  
  
So take the best of all that's left  
You know this cannot last  
Even though your mother was you maker  
From her apron strings you pass  
Just think about the fool  
Who by his virtue can be found  
In a most unusual situation  
Playin' jester to the clown  
  
[Chorus: Repeat 2X]

"
523,Donna Summer,Lush Life,/d/donna+summer/lush+life_20042244.html,"I used to visit the very gay places  
Those come what may places  
Where one relaxes on the axis  
Of the wheel of life  
To get the feel of life  
From jazz and cocktails  
  
All the men I knew had sad and  
Sullen gray faces  
With distingue traces  
That used to be there  
You could see where  
They'd been washed away  
By too many through the day  
Twelve o'clock tales  
  
Then you came along with your  
Siren song  
To tempt me to madness  
I knew all the while  
That your poignant smile  
Was tinged with the sadness of a  
Great love for me  
Oh, yes I was wrong  
Again I was wrong  
  
Now life is lonely again  
And only last year everything  
Seemed so sure  
Now life is awful again  
A troughful of hearts would only  
Be a bore  
A week in Paris will ease the bite  
Of it  
But all I really care  
Is to smile in spite of it  
I'll forget you  
I will and yet you are still  
Burning inside my brain  
  
Romance is mush, stifling those  
Who strive  
I'll live a lush life in some  
Small dive  
And there I'll be  
While I rot with the rest  
Of those whose lives are  
Lonely too

"
524,Alabama,Ride The Train,/a/alabama/ride+the+train_20005088.html,"Orange Blossom Special  
The Wabash Cannonball  
The Chattanooga Choo-Choo  
This hobo's seen 'em all  
I've watched the Sante Fe  
Lay her smoke against the sky  
And listen to old number three rollin'  
Through the night  
Ride the train, ride the train  
Anywhere I'm going I ride trains  
Sleepin' in a boxcar when it rains  
Ride the train, ride the train  
Southern Pacific  
The Overland Express  
And up ahead the coal cars of West  
Virginia's best  
And Oklahoma's Frisco  
The biggest one of all  
I've listened to the Silver Steed's  
Lonesome midnight call  
Ride the train, ride the train  
Anywhere I'm going I ride trains  
Sleepin' in a boxcar when it rains  
Ride the train, ride the train  
Ride the train  
Trains  

"
525,George Strait,Adalida,/g/george+strait/adalida_20182249.html,"[Chorus]  
Adalida, pretty little Cajun queen  
Sweet Dixie flower, the bell of the bayou  
You're every young mans dream  
Adalida, I'd walk through the hurricane  
To stand beside ya sweet Adalida I'd swim the Ponchartrain  
  
Oh no, here ya coming down the road  
With your cotton dress a swishing  
You're getting some attention  
From all the boys in Thibodaux  
Oh my, you're really filling up their eyes  
Smiling and a winking  
I know what they're thinking  
But I'm the only one who loves you so  
  
[Chorus]  
  
Oh no, the hottest little dish I know  
I know that you can tell it  
You're making me so jealous  
From my head down to my toes  
Oh me, you could make a red neck green  
The way that you're a looking  
You got me a cooking  
And I ain't talking bout Etoufee'  
  
[Chorus: x2]  
  
To stand beside ya sweet Adalida  
To stand beside ya sweet Adalida  
Just to stand beside of my sweet Adalida  
I'd swim the Ponchartrain

"
526,Bob Dylan,Emotionally Yours,/b/bob+dylan/emotionally+yours_20021361.html,"Come baby, find me, come baby, remind me of where I once begun  
Come baby, show me, show me you know me, tell me you're the one  
I could be learning, you could be yearning to see behind the closed door  
But I will always be emotionally yours.  
  
Come baby, rock me, come baby, locl me into the shadows of your heart  
Come baby, teach me, come baby, reach me, let the music start  
I could be dreaming but I keep believing you're the one I'm living for  
And I will always be emotionally yours.  
  
It's like my whole life never happened  
When I see you, it's if I never had a thought  
I know this dream, it might be crazy  
But it's the only one I got. Okay.  
  
Come baby, shake me, come baby, take me, I would be satisfied  
Come baby, hold me, come baby, help me, my arms are open wide  
I could be unraveling wherever I'm traveling, even to foreign shores  
But I will always be emotionally yours.

"
527,Bob Dylan,Fixin' To Die,/b/bob+dylan/fixin+to+die_20021203.html,"Feelin' funny in my mind Lord, I believe I'm fixin' to die  
Feelin' funny in my mind Lord, I believe I'm fixin' to die  
Well I don't mind dyin' but I hate to leave my children cryin'  
  
Well look over yonder, to that buryin' ground  
Look over yonder, to that buryin' ground  
Sure seems lonesome, Lord when the sun goes down  
  
Feelin' funny in my eyes Lord, I believe I'm fixin' to die, fixin' to die  
Feelin' funny in my eyes Lord, I believe I'm fixin' to die  
Well I don't mind dyin' but I hate to leave my children cryin'  
  
Well there's black smoke risin' Lord, it's risin' up above my head, up above
my head  
Well there's black smoke risin' Lord, it's risin' up above my head  
Can tell Jesus, ""Make up my dyin' bed""  
  
Well I'm walkin' kinda funny Lord, I believe I'm fixin' to die, fixin' to die  
Yes I'm walkin' kinda funny Lord, I believe I'm fixin' to die, fixin' to die,
fixin' to die  
Well I don't mind dyin' but I hate to leave my children cryin'

"
528,Donna Summer,All Systems Go,/d/donna+summer/all+systems+go_20042186.html,"If you're ready to fall in love  
Here's the thing you've been dreaming of  
Scientific fact that you should know  
  
If you're ready to give your heart  
And you don't know which way to start  
And you're afraid you'll go against the flow  
  
Ask anyone who's ever been given the blow  
If you'll know when all systems are go  
  
[Chorus]  
All systems go, ohoohooh  
All systems go, oohoohooh  
All systems go, all systems go  
All systems go oo oh oo oh  
All systems go, all systems go  
All systems go oo oh oo oh  
  
Is your mind in computer mode?  
And all your senses in overload  
And all controls for take off in your hands  
  
200,000 watts of my love are starting  
To glow  
Let you know that all systems are go  
  
You're on a one way trip to the sun  
Your heart's on fire and you're ready to run  
Faster now faster, we're headin' out for  
Planet Mars  
Love sudden impact, everything's under  
Control  
And all systems are go  
  
[Chorus]

"
529,Alabama,Calling All Angels,/a/alabama/calling+all+angels_20005071.html,"Calling, calling all angels, oh I'm calling, calling all angels  
  
The night was still, the moon was bright when he saw a distant light  
So he started walkin' till he found a church outside of town  
And he stumbled in and closed the door, said why I'm here, I'm not sure  
It's my baby that I'm lookin' for, can't she see I'm down on my knees  
  
I've been calling, calling all angels, bring my baby back  
Oh you must know where she's at, tell me what to do, I know she's one of you  
I'm down on my knees, tell her please, that I love her so  
  
Tell me preacher, man to man, will you do all that you can  
I've done wrong, this I know, and I really hurt her so  
It's a lonely world I'm livin' in, an ocean of tears I been cryin'  
In this greatest hour of need, what can be done for a fool like me  
  
Oh, I'm calling, calling all angels, bring my baby back  
Oh you must know where she's at, yes I've been a fool  
And I know that she's one of you, now do this for me, tell her please  
  
And if she's lonely I'll make her understand  
That these arms can carry both of us back to heaven again  
  
Yes I've been a fool and I know that she's one of you  
Do this for me, tell her please  
  
Calling, calling all angels  
Hear me calling, calling all angels  
Oh I'm calling, calling all angels  
Hear me calling, calling all angels  
Oh I'm calling, calling all angels  
Hear me calling, calling all angels  
Oh I'm calling, calling all angels

"
530,Alabama,Keep On Dreamin',/a/alabama/keep+on+dreamin_20005116.html,"Words and Music by Jeff Cook and Richard Scott  
I am so happy with you in my arms.  
Honey, don't you ever leave.  
Lay back and love me and tellme you're mine.  
Keep on dreamin' with me.  
  
Your hair is so soft and your eyes are so brown.  
Your body's warm here next to me.  
You be my woman and I'll be your man, and your love is all I'll ever need.  
  
It took so long for me to find you.  
I've been lonely for so long. Lonely.  
You came into me life to love me.  
Now my loneliness is gone.  
  
You can't improve on perfection.  
And you are perfect for me.  
Cast your love in my direction,  
and I know that you will see.  
  
I am so happy with you in my arms.  
Honey, don't you ever leave.  
Lay back and love and tell me you're mine.  
Keep on dreamin' with me  
  
Lay back and love me and tell me you're mine.  
Keep on dreamin' with me.  
  
Lay back and love me and tell me you're mine.  
Keep on dreamin' with me.

"
531,Alabama,Mist Of Desire,/a/alabama/mist+of+desire_20264450.html,"Well, here it comes again  
That old feelin' so strong  
You came into my life  
I won your love for a song  
And when I see you in my mind baby  
Think of the words you will say  
And in a mist of desire  
Your love takes me away  
  
Girl you take me away  
In a mist of desire  
And our love's not an ember baby  
It's a raging fire  
I need to be with you  
What else can I say  
In a mist of desire  
Your love takes me away  
  
I feel the love when we touch  
I can see it in your face  
I get lost in the shadows of your warm embrace  
And you rush into my arms  
My emotions run wild  
And we're off to a love world  
In a mist of desire  
  
Girl you take me away  
In a mist of desire  
And our love's not an ember baby  
It's a raging fire  
I need to be with you  
What else can I say  
In a mist of desire  
Your love takes me away  
  
In a mist of desire  
Your love takes me away

"
532,Alabama,My Girl,/a/alabama/my+girl_20005076.html,"I've got sunshine on a cloudy day  
When it's cold outside I've got the month of May  
I guess you'd say  
What can make me feel this way?  
My girl (my girl, my girl)  
Talkin' 'bout my girl (my girl)  
  
I've got so much honey the bees envy me  
I've got a sweeter song than the birds in the trees  
I guess you'd say  
What can make me feel this way?  
My girl (my girl, my girl)  
Talkin' 'bout my girl (my girl)  
  
Hey hey hey  
Hey hey hey  
Ooh  
  
I don't need no money, fortune, or fame  
I've got all the riches baby one man can claim  
I guess you'd say  
What can make me feel this way?  
My girl (my girl, my girl)  
Talkin' 'bout my girl (my girl)  
  
I've got sunshine on a cloudy day  
With my girl  
  
I've even got the month of May  
With my girl

"
533,Bob Dylan,If Dogs Run Free,/b/bob+dylan/if+dogs+run+free_20021460.html,"If dogs run free, then why not we  
Across the swooping plain?  
My ears hear a symphony  
Of two mules, trains and rain.  
The best is always yet to come,  
That's what they explain to me.  
Just do your thing, you'll be king,  
If dogs run free.  
  
If dogs run free, why not me  
Across the swamp of time?  
My mind weaves a symphony  
And tapestry of rhyme.  
Oh, winds which rush my tale to thee  
So it may flow and be,  
To each his own, it's all unknown,  
If dogs run free.  
  
If dogs run free, then what must be,  
Must be, and that is all.  
True love can make a blade of grass  
Stand up straight and tall.  
In harmony with the cosmic sea,  
True love needs no company,  
It can cure the soul, it can make it whole,  
If dogs run free.

"
534,Bob Dylan,Idiot Wind,/b/bob+dylan/idiot+wind_20021193.html,"Someone's got it in for me, they're planting stories in the press  
Whoever it is I wish they'd cut it out but when they will I can only guess.  
They say I shot a man named Gray and took his wife to Italy,  
She inherited a million bucks and when she died it came to me.  
I can't help it if I'm lucky.  
  
People see me all the time and they just can't remember how to act  
Their minds are filled with big ideas, images and distorted facts.  
Even you, yesterday you had to ask me where it was at,  
I couldn't believe after all these years, you didn't know me better than that  
Sweet lady.  
  
Idiot wind, blowing every time you move your mouth,  
Blowing down the back roads headin' south.  
Idiot wind, blowing every time you move your teeth,  
You're an idiot, babe.  
It's a wonder that you still know how to breathe.  
  
I ran into the fortune-teller, who said beware of lightning that might strike  
I haven't known peace and quiet for so long I can't remember what it's like.  
There's a lone soldier on the cross, smoke pourin' out of a boxcar door,  
You didn't know it, you didn't think it could be done, in the final end he won
the wars  
After losin' every battle.  
  
I woke up on the roadside, daydreamin' 'bout the way things sometimes are  
Visions of your chestnut mare shoot through my head and are makin' me see
stars.  
You hurt the ones that I love best and cover up the truth with lies.  
One day you'll be in the ditch, flies buzzin' around your eyes,  
Blood on your saddle.  
  
Idiot wind, blowing through the flowers on your tomb,  
Blowing through the curtains in your room.  
Idiot wind, blowing every time you move your teeth,  
You're an idiot, babe.  
It's a wonder that you still know how to breathe.  
  
It was gravity which pulled us down and destiny which broke us apart  
You tamed the lion in my cage but it just wasn't enough to change my heart.  
Now everything's a little upside down, as a matter of fact the wheels have
stopped,  
What's good is bad, what's bad is good, you'll find out when you reach the top  
You're on the bottom.  
  
I noticed at the ceremony, your corrupt ways had finally made you blind  
I can't remember your face anymore, your mouth has changed, your eyes  
Don't look into mine.  
The priest wore black on the seventh day and sat stone-faced while the
building  
Burned.  
I waited for you on the running boards, near the cypress trees, while the
springtime  
Turned Slowly into autumn.  
  
Idiot wind, blowing like a circle around my skull,  
From the Grand Coulee Dam to the Capitol.  
Idiot wind, blowing every time you move your teeth,  
You're an idiot, babe.  
It's a wonder that you still know how to breathe.  
  
I can't feel you anymore, I can't even touch the books you've read  
Every time I crawl past your door, I been wishin' I was somebody else instead.  
Down the highway, down the tracks, down the road to ecstasy,  
I followed you beneath the stars, hounded by your memory  
And all your ragin' glory.  
  
I been double-crossed now for the very last time and now I'm finally free,  
I kissed goodbye the howling beast on the borderline which separated you from
me.  
You'll never know the hurt I suffered nor the pain I rise above,  
And I'll never know the same about you, your holiness or your kind of love,  
And it makes me feel so sorry.  
  
Idiot wind, blowing through the buttons of our coats,  
Blowing through the letters that we wrote.  
Idiot wind, blowing through the dust upon our shelves,  
We're idiots, babe.  
It's a wonder we can even feed ourselves.

"
535,Donna Summer,I Got Your Love,/d/donna+summer/i+got+your+love_20726006.html,"[Chorus:]  
I got your love  
It's all that i got  
I got your love  
It's all i ever think about  
I got your love  
Every last drop  
I got your love  
It's all I ever think about  
It's all I ever think about  
It's all I ever think about  
  
Baby In the heart of my heart I want more  
Of the man who just walked through that door  
The only one that my eyes see  
  
Baby the moments have drifted away  
And the hours became lonely days  
You're the answer to what i have prayed  
I, I will be good to you  
I, I will be good to you  
  
[Chorus]  
  
Baby, losing you's all that i fear  
And i'm losing it when you're not here  
I never could go on without you  
  
Baby, I feel like a shower of light  
And I need you right here by my side  
I'm craving you all of my life  
  
I, I will be good to you  
I, I will be good to you  
  
[Chorus]  
  
Aaah you move me  
Baby  
Aaah you move me  
  
I got your love  
It's all I ever think about  
I got your love  
Every last drop  
I got your love  
It's all I ever think about  
All I ever think about (come to me baby)  
All I ever think about (come to me baby)  
All I ever think about  
Your love

"
536,Bob Dylan,Don't Fall Apart On Me Tonight,/b/bob+dylan/dont+fall+apart+on+me+tonight_20021393.html,"Just a minute before you leave, girl  
Just a minute before you touch the door  
What is it that you're trying to achieve, girl?  
Do you think we can talk about it some more?  
You know the streets are filled with vipers  
Who've lost all ray of hope  
You know, it ain't even safe no more  
In the palace of the Pope.  
  
Don't fall apart on me tonight  
I just don't think that I could handle it  
Don't fall apart on me tonight  
Yesterday's just a memory  
Tomorrow is never what it's supposed to be  
And I need you, yeah.  
  
Come over here from over there, girl  
Sit down here, you can have my chair  
I can't see us going anywhere, girl  
The only place open is a thousand miles away and I can't take you there  
I wish I'd have been a doctor  
Maybe I'd have saved some life that had been lost  
Maybe I'd have done some good in the world  
'Stead of burning every bridge I crossed.  
  
Don't fall apart on me tonight  
I just don't think that I could handle it  
Don't fall apart on me tonight  
Yesterday's just a memory  
Tomorrow is never what it's supposed to be  
And I need you, yeah.  
  
I ain't too good at conversation, girl  
So you might not know exactly how I feel  
But if I could, I'd bring you to the mountaintop, girl  
And build you a house made out of stainless steel  
But it's like I'm stuck inside a painting  
My throat start to tickle and my nose itches  
But I know that I can't move.  
  
Don't fall apart on me tonight  
I just don't think that I could handle it  
Don't fall apart on me tonight  
Yesterday's gone but the past lives on  
Tomorrow's just one step beyond  
And I need you, yeah.  
  
Who are these people who are walking towards you  
Do you know them or will there be a fight?  
With their humorless smiles so easy to see through  
Can they tell you what's wrong from right?  
  
Do you remember St. James Street  
Where you blew Jackie P.'s mind?  
You were so fine, Clark Gable would have fell at your feet  
And laid his life on the line.  
  
Let's try to get beneath the surface waste, girl  
No more booby traps and bombs  
No more decadence and charm  
No more affection that's been misplaced, girl  
No more mud cake creatures lying in your arms  
What about that millionaire with the drumsticks in his pants?  
He looked so baffled and bewildered  
When he played and we didn't dance.  
  
Don't fall apart on me tonight  
I just don't think that I could handle it  
Don't fall apart on me tonight  
Yesterday's just a memory  
Tomorrow's never what it's supposed to be  
And I need you, yeah.

"
537,Donna Summer,Breath Of Heaven,/d/donna+summer/breath+of+heaven_20042230.html,"And Gabriel appeared to Mary and said  
""Do not be afraid Mary  
You have found favor with god  
You will be with child  
And give birth to a son  
And you are to give him the name Jesus  
He will be great  
And will be called the son of the most high  
And the lord god will give him the throne of his father David  
And he will reign over the house of David forever  
His kingdom will never end""  
  
I have traveled many moonless night  
Cold and weary with a babe inside  
And I wonder what I've done  
Holy father you have come  
And chosen me now to carry your son  
  
I am waiting in a silent prayer  
I am frightened by the load I bear  
In a world as cold as stone  
Must I walk this path alone  
Be with me now  
Be with me now  
  
Breath of heaven  
Hold me together  
Be forever near me  
Breath of heaven  
Breath of heaven  
Lighten my darkness  
Pour over me your holiness  
For your are holy  
Breath of heaven  
  
Do you wonder as you watch my face  
If a wiser one should have had my place  
But I offer all I am  
For the mercy of your plan  
Help me be strong  
Help me be  
Help me  
  
Breath of heaven  
Hold me together  
Be forever near me  
Breath of heaven  
Breath of heaven  
Lighten my darkness  
Pour over me your holiness  
For you are holy  
  
Breath of heaven  
Hold me together  
Be forever near me  
Breath of heaven  
Breath of heaven  
Lighten my darkness  
Pour over me your holiness  
For you are holy  
Breath of heaven  
Breath of heaven  
Breath of heaven

"
538,Bob Dylan,Gotta Travel On,/b/bob+dylan/gotta+travel+on_20021518.html,"Done laid around, done stayed around this old town too long  
Summer's almost gone, winter's coming on  
Done laid around, done stayed around this old town too long  
And it seems like I've got to travel on  
And it seems like I've got to travel on  
  
Papa writes to Johnny, Johnny can't come home  
Johnny can't come home, Johnny can't come home  
Papa writes to Johnny, Johnny can't come home  
Johnny's been out on the road too long  
So I done laid around, done stayed around this old town too long  
Summer's almost gone, winter's coming on  
Done laid around, done stayed around this old town too long  
And it seems like I've got to travel on  
  
That chilly wind will soon begin and I'll be on my way  
Going home to stay, going home to stay  
That chilly wind will soon begin and I'll be on my way  
And I feel like I just want to travel on  
So I done laid around, done stayed around this old town too long  
Summer's almost gone, winter's coming on  
Oh yes I done laid around, done stayed around this old town too long  
And it seems like I've got to travel on  
  
There's a lonesome freight at 6:08 coming through the town  
I'll be homeward bound, I'll be homeward bound  
There's a lonesome freight at 6:08 coming on through the town  
And I feel like I just want to travel on  
Well I done laid around, done stayed around this old town too long  
Summer's almost gone, winter's coming on  
Yes it is done laid around, done stayed around this old town too long  
And it seems like I almost travel on

"
539,Bob Dylan,From A Buick 6,/b/bob+dylan/from+a+buick+6_20021386.html,"I got this graveyard woman, you know she keeps my kids  
But my soulful mama, you know she keeps me hid  
She's a junkyard angel and she always gives me the bread  
Well, if I go down dyin', you know she's bound to put a blanket on my bed  
  
Well, when the pipeline gets broken and I'm lost on the river bridge  
I'm all cracked up on the highway and in the water's edge  
And then she comes down the thruway, ready to sew me up with a thread  
Well, if I go down dyin', you know she's bound to put a blanket on my bed  
  
Well, she don't make me nervous, she don't talk too much  
She walks like Bo Diddley and she don't need no crutch  
She keeps this four-ten all loaded with lead  
Well, if I go down dyin', you know she's bound to put a blanket on my bed  
  
Well, you know I need a steam shovel, mama, to keep away the dead  
I need a dump truck, baby, to unload my head  
She brings me everything and more, and just like I said  
Well, if I go down dyin', you know she's bound to put a blanket on my bed

"
